,actively_hiring,Type_of_internship,company_name,location,stipend,duration
290,,Video Making/Editing,Shweta Patel,Work From Home,"₹ 4,000 /month",4 Months
291,,Telemarketing,Puraflex Industries,Work From Home,"₹ 5,000 /month",2 Months
292,,Graphic Design,GemPundit,Jaipur,"₹ 5,000-11,000 /month",3 Months
293,,Motion & Graphic Design,Probo,Gurgaon,"₹ 15,000 /month",3 Months
294,,Sales,Futops Technologies India Private Limited,Pune,"₹ 10,000 /month",6 Months
295,,Graphic Design,Bodhi Tree Training And Technology Services,Work From Home,"₹ 7,500 /month",3 Months
296,,Interior Design,Furbishy Interiors And Decor Private Limited,Bangalore,"₹ 5,000 /month",6 Months
297,,Subject Matter Expert (All Subjects),Contexto,Dhanbad,"₹ 15,000 /month",6 Months
298,,Brand Account Management,Bennies Products Private Limited,Jaipur,"₹ 8,000 /month",3 Months
299,,Data Analytics,Faisal Shaikh,Mumbai,"₹ 10,000 /month",1 Month
300,,Computer Backend Operations,Brandxfire,Gurgaon,"₹ 9,000-11,000 /month",6 Months
301,,Content Writing,Sportzhive,Work From Home,"₹ 3,000 /month +  Incentives",3 Months
302,,AI/Robotics Training,KlassWAY,Bareilly,"₹ 8,000 /month",6 Months
303,,Social Media Marketing,Promise To Power Fincap Solutions IMF LLP (BimaFinserv.com),Delhi,"₹ 3,000-5,000 /month",3 Months
304,,Web Designing,IMG Global Infotech Private Limited,Jaipur,"₹ 6,000-8,000 /month",6 Months
305,,Onsite Marketing,Smart Route Tech Services Private Limited,Kolkata,"₹ 5,000 /month",3 Months
306,,Solar Engineering,HireEasi,Faridabad,"₹ 5,000 /month",1 Month
307,,Graphic Design,QURVII,Noida,"₹ 7,000 /month",2 Months
308,,International Business Development,Daaniyal Health,Work From Home,"₹ 1,000 /month +  Incentives",3 Months
309,,Vendor Management,World Tour,Guwahati,"₹ 2,000 /month +  Incentives",3 Weeks
310,,On-Ground Operations,GetSetHome,Mumbai,"₹ 5,000-10,000 /month",3 Months
311,,Social Media Marketing,Puja Maheshwari,Work From Home,"₹ 5,000 /month +  Incentives",2 Months
312,,Strategic Marketing,Orpax Qualtra,Delhi,"₹ 5,000 /month",6 Months
313,,Customer Success,ByteQuark,Hyderabad,"₹ 15,000 /month",5 Months
314,,Sales,Hummingbird Web Solutions Private Limited,Pune,"₹ 15,000 /month",3 Months
315,,Research (Politics & Elections),"Association For Transparency, Governance & Public Grievances",Work From Home,Unpaid,1 Month
316,,Web Development,Medexploran Infotech Private Limited,Navi Mumbai,"₹ 5,000 /month",6 Months
317,,Curriculum Development (AI/ML),Sustainable Living Lab (SL2),Work From Home,"₹ 15,000 /month",3 Months
318,,Content Writing,TechStreet Solutions Private Limited,Noida,"₹ 6,000-8,000 /month",6 Months
319,,Human Resources (HR),Wehire Talent Solutions,Work From Home,"₹ 1,000 /month",3 Months
320,,Video Content Creation/Hosting (Female),Jorvice,Work From Home,"₹ 1,000-1,500 /month",1 Month
321,,Video Editing,Shree Murali Ayurveda,Work From Home,"₹ 10,000 /month",3 Months
322,,Business Development (Sales),PAMVJ INDIA,Ahmedabad,"₹ 7,000-9,000 /month",2 Months
323,,Marketing & Alliances,UXHack,Work From Home,"₹ 5,000-10,000 /month",1 Month
324,,Supply Chain & Logistics Operations,DEI Global,Dubai (United Arab Emirates),"₹ 30,000 /month",3 Months
325,1.0,Content Writing & SEO,ShikshaGurus,Work From Home,"₹ 7,500 /month",3 Months
326,,Architecture/Interior Design,Villazeon Infra LLP,Mumbai,"₹ 8,000-14,000 /month",6 Months
327,,Video Making/Editing,Wotino,Work From Home,"₹ 2,000 /month",2 Months
328,,Business Development (Sales),MTHK Gifts LLP,Mumbai,"₹ 15,000 /month",6 Months
329,,Software Consulting,Bizmap Technologies,Work From Home,"₹ 5,000 /month",3 Months
330,,Textile And Fashion Designer,City Kicks India,Work From Home,"₹ 3,000-10,000 /week",1 Month
331,,IT Research And Development,Kidvento Education And Research Private Limited,Bangalore,"₹ 15,000 /month",3 Months
332,,Field Sales,Cars24 Services Private Limited,Delhi,"₹ 1,200 /week",1 Month
333,,Spring Web Development,CSKAA,Work From Home,"₹ 5,000 /month",3 Months
334,1.0,Business Development (Sales),Expertrons,Work From Home,"₹ 8,000 /month +  Incentives",3 Months
335,,Data Analytics,EleRide Mobility Solutions Private Limited,Pune,"₹ 5,000 /month",3 Months
336,1.0,Creative Writing,Digital Ipsum,Work From Home,"₹ 4,000 /month",3 Months
337,,Copywriting,Mojojojo Marketing,Work From Home,"₹ 7,500-10,000 /month",3 Months
338,,Content Development (English),Mehak Goyal,Work From Home,"₹ 5,000-7,000 /month",3 Months
339,,Telecalling,Ajanta International,Mumbai,"₹ 10,000 /month",2 Months
340,,Business Development (Sales),Media MadHawks Private Limited,Gurgaon,"₹ 6,000-10,000 /month",3 Months
341,,Business Development,SPAG FINN Partners,Mumbai,"₹ 10,000 /month",3 Months
342,,Health Claims (Operations),Go Digit General Insurance Limited,Bangalore,"₹ 10,000 /month",4 Months
343,,Content Creation,Eitheo,Delhi,"₹ 5,000-10,000 /month",3 Months
344,,Business Development,Griffon Technology,Work From Home,"₹ 10,000 /month +  Incentives",6 Months
345,1.0,Market Research,OliveBoard Comptech Private Limited,Work From Home,"₹ 3,500 /month",1 Month
346,,YouTube Video Making/Editing,The First Parents,Work From Home,"₹ 5,000 lump sum",2 Months
347,1.0,Market Research,SkillVertex,Work From Home,"₹ 3,500 /month",1 Month
348,,IT Support,Kaleidofin Private Limited,Chennai,"₹ 15,000-20,000 /month",6 Months
349,,Software Development Engineering (Web),Track Tech Solution,Erode,"₹ 10,000 /month",6 Months
350,,E-Commerce Marketing,Cloudnine Hospital,Bangalore,"₹ 15,000 /month",6 Months
351,,Business Development (Sales),Campalin Innovations Private Limited,Bangalore,"₹ 15,000-17,000 /month",3 Months
352,,Data Entry,John Meridian,Bangalore,"₹ 12,000-15,000 /month",3 Months
353,,Content Writing,DXFactor Solutions Private Limited,Ahmedabad,"₹ 10,000 /month",6 Months
354,,Product Management,Radiant Infonet Private Limited,Delhi,"₹ 15,000 /month",6 Months
355,,Company Secretary (CS),Shantilal Dand & Co,Mumbai,"₹ 10,000 /month",12 Months
356,,Supply Chain & Logistics Operations,Saltoro Coffee Roasters,Noida,"₹ 12,000-15,000 /month",6 Months
357,,Telecalling,Beeline Industry,Gurgaon,"₹ 10,000 /month",6 Months
358,,HR Assistance,C-Quel Management Services Private Limited,Durgapur,"₹ 15,000 /month",3 Months
359,,Human Resources (HR),Spectrum Insurance Broking Private Limited,Delhi,"₹ 4,000 /month",3 Months
360,,Graphic Design,NYC Digital,Delhi,"₹ 20,000 /month",3 Months
361,,WordPress Development,Brain Quest,Work From Home,"₹ 10,000 /month",4 Months
362,,Field Sales,Shisra Food Product,Kolkata,"₹ 5,000 /month",6 Months
363,,WordPress Development,Brain Quest Consultancy And Training,Work From Home,"₹ 7,000 /month",4 Months
364,,Fashion Design And Merchandising,Flutch Technology,Bangalore,"₹ 10,000 /month",3 Months
365,,Search Engine Optimization (SEO),LifeHetu,Work From Home,"₹ 5,000 /month",2 Months
366,,Graphic Design,Hardblck,Work From Home,"₹ 3,000-6,000 /month",4 Months
367,,Fashion Design,Pallavi Goyal Couture Private Limited,Mumbai,"₹ 6,000 /month",3 Months
368,,HR Recruitment,HAIL,Hyderabad,"₹ 20,000 /month",6 Months
369,,Business Development,Tradecraft Overseas,Mumbai,"₹ 11,000 /month",3 Months
370,,Marketing,Artisaga,Thane,"₹ 5,000 /month",2 Months
371,,Interior Design,Hanto Workspace Technology Private Limited,Bangalore,"₹ 10,000-15,000 /month",6 Months
372,,Content Writing,Edovu Ventures Private Limited,Gurgaon,"₹ 5,000-10,000 /month",3 Months
373,,Graphic Design,Storytech,Hyderabad,"₹ 15,000 /month",6 Months
374,,Accounting & Taxation,Khandpur & Co,Dehradun,"₹ 2,000-5,000 /month",2 Months
375,,Program Management,BeyondSkool,Mumbai,"₹ 10,000 /month",2 Months
376,,Copywriting,Rainbow Media House,Work From Home,"₹ 2,500-5,000 /month",3 Months
377,,Marketing Communications,Atraski,Kolkata,"₹ 2,000 /month",4 Months
378,,Business Research,Wedo 360,Jaipur,"₹ 5,000-10,000 /month",3 Months
379,,Quality Assurance,Gohashinclude Private Limited,Jaipur,"₹ 5,000-10,000 /month",3 Months
380,,Social Media Marketing,TADS Education Private Limited,Jaipur,"₹ 5,000-12,000 /month",2 Months
381,,Digital Marketing,Lighthouse Learning Private Limited,Mumbai,"₹ 10,000 /month",3 Months
382,,Video Editing & Animation,Konnxt Private Limited,Work From Home,"₹ 5,000 lump sum",1 Month
383,,Lead Generation,SEMA,Work From Home,"₹ 2,000 /month +  Incentives",3 Months
384,,Fashion Design,Shafali Grover (Blushing Couture),Gurgaon,"₹ 2,000 /month",3 Months
385,,Operations,Effinomy LLP,Work From Home,"₹ 1,000 /month",6 Months
386,,Instagram & Facebook,Noor  Touzni,Work From Home,51 /month,3 Months
387,,Accounts,Anahad Pharma Private Limited,Mumbai,"₹ 8,000-10,000 /month",3 Months
388,,Video Editing,CRICMESH,Work From Home,"₹ 3,000 /month",3 Months
389,,Anchoring,Masti Matic,Delhi,"₹ 4,000 /month +  Incentives",2 Months
390,,Product Management,RichFeyn,Work From Home,"₹ 5,000 /month",2 Months
391,,Digital Marketing,The Homes,Gurgaon,"₹ 5,000 /month",2 Months
392,,Digital Finance & Banking,Digital Lenders Association Of India,Work From Home,"₹ 5,000-10,000 /month",2 Months
393,,Android App Development,TestRight Nanosystems,Noida,"₹ 10,000 /month",1 Month
394,,Product Marketing,Career Adhyaapak,Work From Home,"₹ 1,500 /month +  Incentives",2 Months
395,,Social Media Marketing,Ygiis Foods And Beverages Private Limited (Utopian),Thane,"₹ 3,000 /month +  Incentives",1 Month
396,,Telecalling,Aviz Healthcare,Jaipur,"₹ 5,000 /month +  Incentives",6 Months
397,,WordPress Development,Exo-Green Engineering Services,Work From Home,"₹ 1,000 /month",2 Weeks
398,,Business Development (Sales),TasteTick,Work From Home,"₹ 5,000 /month",3 Months
399,,Management (HR),UCAM Private Limited,Bangalore,"₹ 15,000 /month",4 Months
400,1.0,Marketing,Learning Curve,Gurgaon,"₹ 20,000 /month +  Incentives",2 Months
401,1.0,Social Media Marketing,OliveBoard Comptech Private Limited,Belagavi,"₹ 4,500 /month",2 Months
402,1.0,Graphic Design,Blingg,Work From Home,"₹ 20,000-30,000 /month",3 Months
403,,Graphic Design & Social Media,Radian Marketing,Work From Home,"₹ 3,000-4,000 /month",4 Months
404,,Content Writing,A1 Design,Faridabad,"₹ 5,000-10,000 /month",6 Months
405,,Graphic Design,Sargamstaan,Delhi,"₹ 4,000-8,000 /month",6 Months
406,,Graphic Design,Hearpaws Pvt Ltd,Mumbai,"₹ 10,000 /month",2 Months
407,,Business Research,Fundamentals Of Digital Marketing,Work From Home,"₹ 1,000 /month",3 Months
408,,Product Management,Coastr,Bangalore,"₹ 20,000 /month",6 Months
409,,Equity Analyst,Modani Financial Services,Jaipur,"₹ 2,000 /month",4 Months
410,,Market Research,DP Pulveriser Industries,Gandhinagar,"₹ 5,000 /month",1 Month
411,,Employer Branding And Web Development,CRMIT Solutions Private Limited,Bangalore,"₹ 5,000-10,000 /month",3 Months
412,,Content Writing,B. KANDHARI PROPERTIES LLP,Mumbai,"₹ 15,000 /month",6 Months
413,,Human Resources (HR),VQMS Private Limited,Haridwar,"₹ 2,000-5,000 /month",3 Months
414,,Customer Service,Acme Services,Chandivali,"₹ 15,000 /month",3 Months
415,,Web Technologies,Rooter Sports Technology Private Limited,Delhi,"₹ 20,000-30,000 /month",6 Months
416,,Business Development (Sales),Comtech IT Solution Private Limited,Noida,"₹ 15,000 /month",3 Months
417,,Social Media Marketing,BollyUKMedia,Work From Home,"₹ 1,000 /month +  Incentives",1 Month
418,,Telecalling & Counselling,International Management Centre (IMC),Delhi,"₹ 10,000-15,000 /month",3 Months
419,1.0,Product Marketing,OliveBoard Comptech Private Limited,Work From Home,"₹ 3,500 /month",2 Months
420,,Graphic Design,The Quirky I,Mumbai,"₹ 20,000-25,000 /month",3 Months
421,,Business Development (Sales),TunicaLabs Media Private Limited,Mumbai,"₹ 10,000-15,000 /month",3 Months
422,,Business Development (Sales),Lucio IT Services LLP,Bangalore,"₹ 6,000 /month +  Incentives",2 Months
423,,Digital Marketing,Tradeease Exim Private Limited,Work From Home,"₹ 3,000-10,000 /month",6 Months
424,1.0,Online Marketing,OliveBoard Comptech Private Limited,Karimnagar,"₹ 4,500 /month",2 Months
425,,Marketing,Streamlyn Private Limited,Bangalore,"₹ 15,000 /month",6 Months
426,,Digital Marketing,MT Sellers (Inkraft),Work From Home,"₹ 2,000 /month +  Incentives",2 Months
427,,Business Development (Sales),NTop Infosec Private Limited,Delhi,"₹ 5,000 /month",6 Months
428,,Architecture,Propsoch,Pune,"₹ 8,000 /month +  Incentives",2 Months
429,1.0,Content Writing (Wordpress Development),K4craft,Work From Home,"₹ 5,000 /month",1 Month
430,,Procurement/Inventory,Kazam EV Tech,Bangalore,"₹ 15,000 /month",6 Months
431,,Content Writing,Skill Minds India,Work From Home,Unpaid,2 Months
432,,Photo/Video Editing,Sankalp Vridhi,Work From Home,Unpaid,1 Month
433,1.0,Visual Design,Fyle,Work From Home,"₹ 20,000 /month",3 Months
434,,Graphic Design (Illustrator),University Clothing,Work From Home,"₹ 3,000 /month",3 Months
435,,Business Development (Sales),Eat Better Ventures Pvt Ltd,Jaipur,"₹ 20,000 /month",4 Months
436,,Human Resources (HR),Mensa Brand Technologies Private Limited,Gurgaon,"₹ 15,000 /month",2 Months
437,,Business Development (Sales),MI SEVEN,Guwahati,"₹ 3,000 /month +  Incentives",6 Months
438,,Field Coordination And Support/Legal Aid,Centre For Civil Society,Delhi,"₹ 2,000 /month +  Incentives",2 Months
439,1.0,Marketing,Megabits Advertisements,Work From Home,₹ 700 /week,1 Week
440,,Flutter App Development,Xero Apps Private Limited,Work From Home,"₹ 8,000 /month",6 Months
441,,Social Media Marketing,Karmatic Yoga,Work From Home,"₹ 5,000 /month +  Incentives",3 Months
442,,Content Writing,Verve Media,Mumbai,"₹ 6,500 /month",6 Months
443,,Graphic Design,Franchise Bazar,Bangalore,"₹ 3,000 /month",6 Months
444,,Relationship Management,SMC Infotech Financial Services,Noida,"₹ 4,500-8,500 /month",3 Months
445,,Administration,Burns & McDonnell Engineering India Private Limited,Mumbai,"₹ 22,000 /month",6 Months
446,,Operations,Hirect,Bangarapet,"₹ 5,000 /month",3 Months
447,,Digital Marketing,Moments Of Love,Himayathsagar,"₹ 7,000-9,000 /month",6 Months
448,,Inside Sales,One Convergence Devices Private Limited,Hyderabad,"₹ 15,000-30,000 /month",6 Months
449,,Marketing,SkillRoboSTEM Private Limited,Delhi,"₹ 10,000 /month",3 Months
450,,Social Media Marketing,Kalakrit,Gurgaon,"₹ 5,000 /month",3 Months
451,,Marketing,Agrograde,Nashik,"₹ 10,000-15,000 /month",2 Months
452,,Recruitment Consultant,ICS Consultancy Services,Bangalore,"₹ 10,000-15,000 lump sum",2 Months
453,,Business Development (Sales),Dezinn,Work From Home,"₹ 6,000 /month",3 Months
454,,Social Media Marketing,Aishwarya Interiors Private Limited,Bangalore,"₹ 10,000 /month",6 Months
455,,Digital Marketing,Chord Digital Services (OPC) Private Limited,Work From Home,"₹ 3,000 /month",6 Months
456,,React Development (Azure Cloud & AI),Rise Higher Education,Work From Home,"₹ 10,000 /month",3 Months
457,,Marketing,Advatix,Gurgaon,"₹ 10,000 /month",6 Months
458,1.0,Data Science (Stock Markets),Agastya Data Solutions,Hyderabad,"₹ 25,000 /month",3 Months
459,,Customer Support,Bullsmart,Bangalore,"₹ 15,000-20,000 /month",3 Months
460,,Lead Generation,Galaxy Motors,Manesar,"₹ 10,000 /month",2 Months
461,1.0,Game Host,Breakout,Bangalore,"₹ 6,000-9,000 /month",6 Months
462,,Lead Generation,Akshat Verma,Work From Home,"₹ 1,500 /month +  Incentives",1 Month
463,,Client Handling,Achyutam Aahar,Gurgaon,"₹ 10,000 /month",3 Months
464,,Business Development,Decisive Analytical Systems Private Limited,Bangalore,"₹ 10,000 /month",3 Months
465,,Mechanical Engineering,Motion Drivetronics Private Limited (Mechtex),Navi Mumbai,"₹ 5,000 /month",3 Months
466,1.0,Content Writing (Math),Quizzy,Work From Home,"₹ 3,000-5,000 /month",3 Months
467,,Marketing Assistance,Awshad,Delhi,"₹ 15,000 /month",3 Months
468,,Data Entry,Delphinus Systems Private Limited,Varanasi,"₹ 8,000 /month",6 Months
469,,Social Media Management,Millennial PR And Digital,Mumbai,"₹ 15,000 /month",4 Months
470,,Sales - Study Abroad Vertical,First Edu India Limited,Faridabad,"₹ 8,000-12,000 /month",3 Months
471,,Marketing,Dimple Rakhiani,Work From Home,"₹ 4,000 /month +  Incentives",3 Months
472,,E-commerce Operations,Earth Inspired,Delhi,"₹ 10,000 /month",3 Months
473,,Creative Design,Underaman,Bangalore,"₹ 10,000 /month",4 Months
474,,Sales And Marketing,HMPCB Solutions,Noida,"₹ 8,000-10,000 /month",3 Months
475,,Marketing,Desig-N-ation,Bangalore,"₹ 2,500 /month",2 Months
476,,Telecalling,4th EYE Comprehensive HR Solutions,Ahmedabad,"₹ 3,000-5,000 /month",6 Months
477,,Field Sales,Cult.fit,Delhi,"₹ 10,000 /month",1 Month
478,,Architecture,Nagalia Associates 5D Studio,Noida,"₹ 8,000 /month",6 Months
479,,Business Development - Digital Marketing,Silverhash Digital,Nashik,"₹ 2,000 /month +  Incentives",6 Weeks
480,,Business Development,LS Hireman Consulting Private Limited,Work From Home,"₹ 1,000 /month",6 Months
481,1.0,Volunteering (For Change),NayePankh Foundation,Work From Home,Unpaid,4 Weeks
482,,Growth Hacking,BTST Technologies Private Limited,Work From Home,"₹ 2,000 /month",3 Months
483,1.0,Versatile Social Impact,She Can Foundation,Work From Home,Unpaid,4 Weeks
484,1.0,Social Sector Immersion,NayePankh Foundation,Work From Home,Unpaid,4 Weeks
485,1.0,Well-Rounded Social Work Development,NayePankh Foundation,Work From Home,Unpaid,4 Weeks
486,1.0,Versatile Social Impact,NayePankh Foundation,Work From Home,Unpaid,4 Weeks
487,,Social Media Marketing,Adopto.Pet,Work From Home,"₹ 3,000 /month",2 Months
488,1.0,Diverse Skills For Social Change,NayePankh Foundation,Work From Home,Unpaid,4 Weeks
489,1.0,Social Sector Immersion,She Can Foundation,Work From Home,Unpaid,4 Weeks
490,1.0,Well-Rounded Social Work Development,She Can Foundation,Work From Home,Unpaid,4 Weeks
491,1.0,Diverse Skills For Social Change,She Can Foundation,Work From Home,Unpaid,4 Weeks
492,1.0,Comprehensive Social Work Exploration,She Can Foundation,Work From Home,Unpaid,4 Weeks
493,,Social Media Marketing,OnlineSyndrome,Delhi,"₹ 8,000-15,000 /month",3 Months
494,,Linguistics (Gujarati/Hindi/Marathi),Rikaian Technology Pvt Ltd,Pune,"₹ 20,000 /month",6 Months
495,,Business Development (Sales),Fictionsutra - A Yolo Media Network Initiative,Work From Home,"₹ 7,000 /month",6 Months
496,,Research Assistance,Vidhaata Consulting,Hyderabad,"₹ 3,000 /month",2 Months
497,,Sales & Marketing,The Media Ant,Bangalore,"₹ 10,000-15,000 /month",3 Months
498,,Zoho Books & Zoho Bigin Development,Triedge Platform Services Private Limited,Work From Home,"₹ 6,000 /month",2 Months
499,,Business Development,Techsphere,Work From Home,"₹ 5,000 /month",2 Months
500,1.0,Corporate Sales,Blue Rose Publishers,Work From Home,"₹ 18,000 /month",3 Months
501,,Graphic Design,Shag Infotech Private Limited,Jaipur,"₹ 5,000 /month",3 Months
502,,Human Resources (HR),Larsen & Toubro,Mumbai,"₹ 5,000-20,000 /month",3 Months
503,,Office Assistance,Wedding Affair,Gurgaon,"₹ 15,000-25,000 /month",6 Months
504,1.0,UX Design,Techolution,Work From Home,"₹ 15,000 /month",6 Months
